GeneID	control	control	perturbed	perturbed
7105	863	1049	977	709
64102	0	0	0	0
8813	1449	1432	1216	984
57147	191	230	141	108
55732	358	483	289	242
2268	4	0	1	1
3075	463	525	389	215
2519	2203	2508	2213	2062
2729	638	630	301	263
4800	1634	1963	1081	911
90529	284	316	251	230
57185	591	809	475	399
81887	1624	1660	1666	1693
22875	262	282	93	55
6405	5977	6537	4048	4911
1080	9	9	1	3
54467	1562	1992	545	471
1595	263	469	105	118
889	306	234	179	153
5893	365	333	279	259
572	537	613	1043	939
51056	2225	2232	1775	1780
4267	13214	13385	21998	19274
9957	74	95	52	45
26	0	1	0	0
51384	6	0	1	1
23072	0	0	1	0
8379	10	10	8	9
3927	9219	11352	7226	7284
29916	776	785	787	713
55365	0	0	0	0
4074	2067	2509	937	1016
90293	173	251	101	98
56603	39	43	23	25
3382	821	810	1122	808
79007	1040	1259	1625	1395
57679	1717	2123	990	759
843	832	1089	792	517
8837	5205	5695	4481	3502
7035	8829	7995	5078	3337
55471	513	484	449	447
10181	3306	2929	3043	2620
9108	60	48	37	14
6542	802	1101	281	307
381	1628	1832	3345	2550
23098	54	40	27	32
26073	3609	4139	3766	3552
23129	15455	17309	12310	11948
204	4466	5075	3947	3575
952	3	0	3	0
2288	4550	4951	3699	4051
23028	5182	5886	5392	4903
10180	3076	2713	3241	2622
84254	483	387	351	332
5965	1728	2537	769	600
55610	730	764	436	289
126393	34	38	41	46
115703	429	349	463	379
4706	2083	2124	3555	2811
5166	68	75	35	17
85413	0	0	0	0
51364	8	6	9	6
340273	0	0	0	0
170302	0	0	0	0
10165	1126	1270	663	641
7982	628	638	530	479
93655	628	638	530	479
996	4199	5048	2030	1340
6521	1	0	0	0
799	1	0	0	0
3052	1150	1183	992	981
1856	1357	1502	1085	1090
64063	0	0	0	1
5976	3228	3887	2467	2839
8935	1980	2354	1158	834
292	7230	7860	9164	7712
55013	1171	1174	1244	792
3207	379	405	378	386
5439	1513	1533	2772	2316
56919	1674	2145	796	755
4222	2	1	1	0
221981	304	416	131	108
3980	923	1221	646	732
79657	1098	1047	635	473
6296	3	6	4	2
81691	117	113	152	119
57019	2258	2419	2430	2288
56928	1112	845	1192	1139
80256	1863	1856	1829	1675
51226	116	104	255	193
5577	3455	3318	1226	826
10943	1586	1628	1361	1116
1387	1798	2465	1058	979
9256	0	0	0	0
4353	2	1	0	0
5444	0	0	0	0
6936	635	644	336	229
84058	422	384	647	613
54677	293	301	253	178
5244	6	1	2	3
55904	1523	2286	695	633
57414	1165	1222	1404	1343
30812	33	15	27	22
25998	2069	2478	868	557
7748	1078	1004	843	648
23077	1382	2049	777	670
26224	998	900	410	276
3683	0	2	0	0
5164	203	227	299	235
3675	3623	4064	2672	2989
7543	869	1097	330	311
3920	5376	5938	2456	2160
3674	6	6	9	11
51666	0	0	1	0
51573	1750	1998	1688	1489
55049	992	849	1817	1786
9244	32	29	31	35
114881	1200	922	957	934
26022	2150	2595	2770	2487
51087	2	4	7	0
3883	0	0	0	0
9020	244	225	241	208
6833	0	0	1	1
10368	0	0	0	0
54972	2671	2560	3047	3126
163	8586	11554	7180	6334
6863	1	2	0	0
10127	852	835	970	789
6376	1	2	3	0
64847	1990	1932	2251	1974
8913	0	0	1	0
51330	3112	2983	3387	3816
1750	0	0	0	0
4293	1	2	1	2
5898	13447	13272	11325	7915
55971	44	43	41	29
80853	425	514	193	166
2115	565	685	325	212
55750	1070	1078	763	687
221	11	17	22	13
55001	0	0	0	0
57157	790	780	192	200
10344	0	0	0	0
9855	864	1191	411	428
10083	0	0	0	0
79017	1230	1037	1315	964
10926	1174	1116	632	415
6915	82	109	104	91
3475	409	209	173	123
56891	0	0	0	0
1352	487	471	328	328
9569	894	961	733	762
54623	2293	2217	2932	2805
27072	1893	2276	1093	861
9912	8	3	3	7
60528	3180	3340	2890	3020
85477	6	5	8	8
414	356	425	389	314
8228	174	186	236	215
8735	0	0	0	0
79602	2599	3131	1667	1637
51265	28	24	30	15
151531	2	1	0	0
10942	0	2	1	3
57787	1337	1424	1447	1225
8842	0	0	0	0
115098	2299	2156	3749	3515
90273	33	38	62	32
5048	4848	5562	3517	2840
4843	0	0	0	0
1770	4	4	2	1
9703	5680	8192	3649	4030
9058	0	0	0	0
8522	0	1	0	0
79090	105	114	312	199
4145	2	14	2	7
1087	0	0	0	0
974	19	20	27	18
6329	7	4	2	4
54879	323	334	235	218
8277	1	10	3	2
5080	0	0	0	0
113000	1699	1716	1970	2223
64285	2540	2243	2057	2085
55692	2254	1812	2789	2255
9254	8	3	8	7
8938	12	2	7	6
115939	1483	1348	2385	2274
9091	1135	950	1419	1373
57585	725	581	593	479
7005	94	91	109	86
6401	18	29	2	5
55735	1598	1843	955	1107
2328	0	0	0	0
29116	443	497	308	285
27035	16	6	10	4
1870	151	182	179	150
5689	5252	4963	8098	6100
6853	2	2	2	0
3720	283	370	167	176
6792	202	263	92	77
57172	0	0	1	0
728642	215	180	252	230
65220	2591	2671	2799	2657
7021	0	0	0	0
83741	0	0	0	0
9940	4	2	1	0
9265	314	365	230	177
53616	63	87	40	32
6856	3033	3005	1206	1003
1534	1581	1613	1657	1538
9043	2994	3911	1201	1068
1951	22	16	25	10
10157	1269	1297	693	476
55200	5	11	1	4
51188	555	563	907	583
84954	332	270	522	378
4257	4175	4060	3220	2598
1407	858	1003	434	407
8993	5	1	3	3
4784	877	1040	649	575
6482	2412	3237	1417	1391
64386	40	25	30	27
9235	1746	1630	2740	2213
5310	1310	1584	744	827
23542	7	7	6	6
9862	3076	3462	3087	3083
23221	673	823	612	596
54497	837	1229	395	334
7095	2845	2561	1719	1418
6224	21019	22064	45917	33539
7812	16988	21162	12111	10066
9690	4125	5542	2532	2411
5980	849	1398	331	260
10178	0	0	0	0
5081	0	0	0	0
10747	35	40	13	12
389434	0	0	0	0
199870	302	270	168	117
80342	1	1	0	0
29954	1268	1172	988	1038
51534	1758	1784	918	733
51085	0	0	0	0
9031	4793	6060	2535	2578
10048	1365	1606	842	734
51513	7	10	6	8
83932	514	575	254	225
51603	1400	1634	1300	1275
8798	599	488	952	658
7756	4611	4277	3282	2739
7384	4022	4259	5971	5668
83930	2426	2555	2140	1731
928	18891	19504	16716	17818
57467	0	0	0	0
9918	3843	5140	3257	3135
25900	1193	1050	1308	1153
2696	1	0	1	0
51533	94	132	119	81
56920	114	112	64	70
11188	3808	3605	3717	3376
23166	18882	18072	14838	16322
80199	212	205	322	255
6540	3	4	1	2
3423	206	416	143	164
5646	2534	2734	2488	2225
7752	420	394	310	226
920	1	1	1	3
10233	78	107	146	123
695	5	4	3	3
3077	180	203	106	77
22955	912	1039	952	810
2534	2939	3251	3009	2496
3097	202	344	119	99
2326	4	0	0	0
6924	2109	2328	1573	1437
11313	3278	3152	4689	4408
1185	1021	1107	733	680
9902	771	814	792	786
654364	17	9	19	25
6534	0	0	0	0
10867	1891	2113	1664	1559
55727	1509	2065	776	653
9546	613	599	655	693
54903	351	325	381	353
51099	1166	1201	809	691
3730	0	0	0	0
26993	1465	1321	1665	1532
54799	538	551	231	167
51096	1530	1567	1251	1098
54476	1760	2069	1325	1472
54902	1437	1311	1250	793
5725	13330	15864	9427	9979
8193	125	105	123	103
9066	8	3	2	2
23395	1001	1322	718	773
5286	3157	4331	685	526
5329	3466	3438	2958	3756
54443	4338	5809	1794	1716
58525	2456	2747	2232	2293
23637	1420	1773	904	778
1634	2	5	8	3
54814	675	698	701	675
5536	2912	3090	3027	2948
23177	1081	1319	918	689
8491	676	734	257	178
27033	6	9	3	3
7305	0	0	0	0
57146	569	650	643	476
2556	0	0	0	0
672	969	1209	561	573
2067	1613	1792	2733	2389
933	1	0	0	2
7869	27	18	24	22
51360	806	989	245	202
4007	164	184	169	174
4057	3	6	1	1
2137	3224	4530	2580	2765
9971	0	0	0	0
60481	4750	5032	2232	1902
240	3	0	0	0
8284	987	1053	701	617
57658	1359	1442	1421	1167
55148	1117	1350	864	678
11183	2806	2731	1046	751
30845	43	71	66	46
5704	3315	3540	3879	3879
23324	1532	1815	1346	1286
57709	9	17	6	4
5010	12380	10475	7548	6449
51629	3173	3059	4486	3907
9961	11455	11003	12277	12714
51667	1446	1592	1280	1146
5238	2355	2620	1347	1109
112611	269	273	325	206
1195	2283	1938	1723	985
55703	618	851	401	433
23357	663	864	471	417
9604	1357	1424	1069	683
1774	1330	1332	998	1034
1663	1515	1349	1301	1235
50865	1361	1365	1841	1524
9052	1931	2112	941	1008
10046	158	185	143	125
923	0	2	1	1
10460	4749	4575	5977	5758
23376	777	962	267	190
23649	221	171	359	377
23144	678	778	700	727
823	7472	8503	7127	7424
55	0	0	0	1
4190	3067	3001	3608	2976
10463	1675	1720	853	635
10903	346	315	272	209
1355	926	872	681	509
440193	667	895	505	486
10138	345	275	226	147
10771	2385	2472	1098	858
7454	0	2	7	6
1800	2	0	1	2
637	1436	1418	1920	1640
9782	157	127	34	33
29881	2	0	1	0
64132	1315	1175	1097	1151
84220	358	505	144	118
81551	0	0	0	0
23386	2967	3329	3123	2820
3670	24	39	28	29
55349	0	0	0	0
53832	0	0	0	0
1179	0	0	0	0
22802	1	0	1	0
55830	1569	1659	1776	1346
27032	3211	3721	1416	1232
3479	0	0	0	0
92745	594	490	374	466
10928	3225	3670	2977	2458
22902	1035	905	824	553
1272	0	0	0	0
6556	2	1	7	7
25937	5050	6005	3310	2431
8540	3581	4142	1624	1289
63932	618	665	506	422
477	0	0	3	0
55622	838	860	635	519
147948	47	51	50	24
23584	312	209	220	200
23187	3836	4444	2622	3091
8685	0	0	0	0
1591	0	0	0	0
56981	269	317	255	238
57586	0	0	0	0
6591	17	15	17	14
972	6	7	4	0
3082	8	9	2	1
54764	587	878	389	327
23154	988	1052	651	767
25960	734	932	573	604
55734	914	1033	938	803
4331	767	849	868	624
23034	2320	2536	993	1049
864	1	0	1	0
4361	846	934	556	443
58473	3	6	6	7
1992	1278	1316	1321	1073
64816	0	2	1	0
11136	0	0	1	0
6683	1198	1227	402	346
9369	515	622	188	205
114879	858	846	783	771
9716	1778	2398	973	913
1373	44	66	17	24
732	0	0	0	0
2273	646	776	648	420
51507	2557	2538	2893	2490
2554	0	0	1	0
55655	12	10	10	12
57210	128	162	123	135
9921	5478	6160	6665	5522
55778	216	191	214	145
64429	1663	1637	1420	1025
57476	463	510	271	245
6050	4849	4909	5894	6015
4719	3155	3952	2429	2023
9821	2117	2568	792	550
23071	2167	2191	1701	1396
211	2004	2123	1671	1703
330	187	193	18	15
11215	1254	1985	335	204
51022	853	740	695	470
6617	522	555	293	261
51071	1095	1089	1036	868
11171	5622	5967	5119	3755
1244	59	56	33	24
50619	6	6	24	13
51177	2584	2321	4029	3687
2730	2506	2266	980	959
23304	1093	1372	626	474
30846	9292	11033	8722	8418
55635	1386	1349	615	394
25901	313	321	455	286
58528	17	19	10	8
3298	451	451	285	210
51230	1642	2011	1138	935
8630	1	8	2	3
10062	110	85	156	105
1890	53	70	79	76
29781	1182	1287	1794	1729
10953	2545	2599	2751	2601
11231	3259	3332	1723	1353
23633	2971	4293	1950	1949
7431	82882	76095	103701	81071
100533107	175	124	78	89
355	214	216	87	96
8635	200	164	271	262
960	10304	11410	5543	6137
3755	83	95	81	77
56895	723	715	730	584
57823	0	1	0	0
11119	539	580	318	261
4285	608	715	607	469
5583	2483	2979	2207	1700
3645	5	2	1	1
3459	856	871	590	442
11285	1153	1114	1592	1467
9047	123	116	107	135
7444	953	1209	618	498
7133	1422	1436	1094	1051
55591	2363	2565	1563	1205
5452	439	452	359	291
65980	2179	2108	2051	1930
6642	3025	3281	2951	2664
9519	583	570	523	290
56938	2484	3103	1511	1181
9774	4341	5006	1789	1349
55334	1602	2093	1179	878
286	17	20	18	4
3381	0	0	0	0
51106	676	598	866	627
9135	2083	2685	1223	972
3149	3184	3506	4459	3498
23279	1491	2221	632	652
578	1317	1428	1299	1196
4593	0	0	0	1
22807	14	10	2	2
2896	9871	10048	12432	12740
51306	570	588	275	188
57514	2662	4041	1477	1456
55166	232	218	118	70
6301	6661	7292	6885	6679
8498	1813	1847	2111	2041
5926	474	598	259	160
7260	850	850	1078	979
10908	4000	4262	4380	4209
8100	421	387	304	252
56052	811	840	648	764
55596	867	837	498	433
10061	1057	1109	1255	1265
54480	3145	3640	3008	3320
57554	37	33	18	8
2530	3951	4910	2610	2272
55236	2896	3145	1011	679
9846	1601	2069	955	917
535	1219	1226	898	887
8554	683	792	504	424
9497	1769	2199	346	320
321	957	1168	1221	1173
5606	1452	1484	1497	1463
79645	0	0	0	0
9168	52072	49176	126817	95314
28990	184	244	156	153
25897	1018	1137	442	306
8504	431	434	244	199
11345	1436	1398	1786	1252
4653	0	0	0	0
26751	308	243	208	176
84908	1953	2099	2021	1535
7414	8886	11644	3962	4373
55789	467	577	397	301
23604	17	23	34	31
8439	1982	2362	1238	1094
159	4096	4698	2729	2095
26228	0	0	1	0
7077	6640	8068	6511	5939
5981	1874	2419	1306	1104
55773	939	915	458	280
8452	2613	3218	1839	1434
9172	10	7	16	6
5009	0	0	0	0
10858	4	2	2	1
26009	1769	2330	815	604
6570	0	0	1	0
9099	7	4	13	7
846	0	0	0	0
27175	498	430	628	541
51121	753	699	1130	965
2324	641	621	543	551
54888	3699	4191	2294	2105
54455	717	914	756	630
4238	1168	1563	453	408
84245	628	679	419	383
4234	458	519	479	505
3224	3	1	5	2
175	294	219	226	182
55300	978	913	379	298
259282	1274	1822	515	497
27430	2779	3105	1940	1529
7092	183	221	52	52
23644	1999	2388	1234	1495
7204	6068	7791	2657	3014
1462	67	86	44	40
23274	936	1043	772	699
4481	9	24	6	8
999	0	0	0	0
23517	2447	2983	1415	1067
1767	85	90	46	59
9765	862	1303	256	208
79567	5080	5768	3899	4079
729	0	0	0	0
26064	10493	12783	7021	5722
11063	4	7	4	3
11284	1500	1396	1749	1648
54831	0	1	0	3
23035	538	772	224	183
54908	2235	2160	1703	1317
27067	1016	1055	666	478
54896	594	558	539	574
1497	915	890	727	643
65078	8	12	9	14
79142	1944	1916	2181	1993
1008	0	0	0	0
