GeneID	control	control	perturbed	perturbed
7105	29	24	28	15
64102	0	0	0	0
8813	74	88	118	107
57147	52	68	67	57
55732	18	33	24	28
2268	0	0	0	0
3075	0	0	0	0
2519	164	177	273	254
2729	855	717	989	906
4800	240	244	175	171
90529	33	21	31	32
57185	276	262	180	195
81887	199	212	311	305
22875	70	49	101	84
6405	233	160	78	72
1080	1	0	0	0
54467	437	402	591	476
1595	136	152	249	207
889	208	189	195	134
5893	71	60	60	58
572	229	142	236	204
51056	127	136	200	217
4267	0	0	0	0
9957	20	14	26	9
26	31	30	6	3
51384	0	0	0	0
23072	1	1	0	1
8379	157	128	146	186
3927	2100	1673	2689	2239
29916	106	76	130	128
55365	0	1	0	0
4074	272	244	395	344
90293	14	14	24	23
56603	10	3	3	6
3382	255	225	230	220
79007	332	247	370	323
57679	154	147	154	145
843	7	10	21	16
8837	112	104	96	100
7035	26	39	54	39
55471	30	29	30	25
10181	444	416	500	433
9108	3	30	1	5
6542	59	62	110	110
381	1120	848	742	625
23098	101	89	85	88
26073	759	680	1087	1013
23129	125	75	86	67
204	156	147	249	286
952	1	3	0	0
2288	789	797	1807	1919
23028	303	327	366	381
10180	302	269	321	316
84254	260	230	213	241
5965	50	67	63	78
55610	59	47	65	71
126393	10	2	8	1
115703	142	53	95	87
4706	140	116	235	173
5166	0	2	1	0
85413	0	0	0	1
51364	20	21	9	12
340273	0	0	0	1
170302	23	16	17	21
10165	103	128	246	242
7982	457	359	393	333
93655	457	359	393	333
996	99	99	116	125
6521	1	0	1	1
799	0	0	0	0
3052	89	78	179	147
1856	260	185	250	234
64063	18	21	22	9
5976	789	618	793	749
8935	154	150	97	96
292	360	361	390	449
55013	10	9	5	0
3207	156	126	56	54
5439	92	72	68	74
56919	186	157	258	252
4222	0	0	0	0
221981	8	11	8	3
3980	272	249	265	261
79657	82	83	97	99
6296	15	29	28	34
81691	56	42	89	111
57019	83	80	75	89
56928	204	187	258	220
80256	208	151	213	169
51226	0	0	0	0
5577	75	71	92	92
10943	86	80	92	89
1387	1074	859	1140	974
9256	405	282	172	163
4353	1	0	0	0
5444	0	1	1	1
6936	76	69	60	63
84058	33	42	20	45
54677	81	81	74	64
5244	2	1	0	3
55904	691	646	817	696
57414	299	219	349	307
30812	50	39	57	69
25998	153	147	389	353
7748	88	80	152	128
23077	659	676	1435	1366
26224	120	88	132	105
3683	0	1	0	1
5164	277	221	168	162
3675	220	166	97	93
7543	112	123	159	129
3920	461	439	742	638
3674	14	5	5	2
51666	0	0	0	0
51573	317	316	196	198
55049	137	87	93	124
9244	4	7	9	10
114881	27	29	26	28
26022	310	250	230	186
51087	10	7	16	6
3883	0	0	0	0
9020	133	110	124	142
6833	81	46	61	38
10368	0	0	0	0
54972	1073	808	1980	1676
163	1285	1164	1669	1459
6863	0	0	0	0
10127	153	139	154	152
6376	0	0	0	1
64847	1947	1295	1628	1289
8913	28	14	2	1
51330	56	29	72	74
1750	0	0	0	1
4293	188	119	189	137
5898	93	83	73	64
